4.985868,1.229101,2.616304,2.454200,0.810301,2.664976,2.484672,6.138960,4.402956,3.854494,6.142296,4.177429,3.028022,4.498887,
4.982074,1.200002,2.645591,2.424782,0.839883,2.635474,2.457750,6.168642,4.380269,3.883880,6.113197,4.207336,3.057771,4.507105,
4.965999,1.171078,2.675043,2.395131,0.869682,2.605745,2.429983,6.198430,4.355530,3.909278,6.086482,4.235871,3.086875,4.515956,
4.964322,1.154037,2.696239,2.371843,0.896576,2.582224,2.442601,6.221498,4.339846,3.934014,6.059981,4.253067,3.107895,4.517726,
4.954939,1.136500,2.719016,2.346874,0.924461,2.556878,2.456317,6.245842,4.320469,3.959187,6.032479,4.266786,3.128651,4.520110,
4.948262,1.123179,2.737542,2.326390,0.948057,2.535869,2.469014,6.266097,4.309100,3.971209,6.016649,4.280780,3.151127,4.521693,
4.944691,1.116570,2.750222,2.311856,0.967911,2.520541,2.482712,6.281834,4.303934,3.973657,6.010298,4.293400,3.174806,4.522995,
4.941323,1.111415,2.761843,2.298161,0.986991,2.505833,2.496817,6.296695,4.299375,3.973937,6.005102,4.303061,3.198100,4.527754,
4.932354,1.106515,2.774105,2.283341,1.006815,2.490539,2.507270,6.312414,4.293191,3.972528,6.000592,4.310948,3.221673,4.534234,
4.925336,1.102945,2.784187,2.271191,1.023756,2.477147,2.517560,6.325635,4.289766,3.968580,5.999280,4.317157,3.244685,4.543591,
4.919109,1.101477,2.792830,2.260295,1.040235,2.464717,2.528226,6.338081,4.285922,3.964011,5.997692,4.320655,3.268943,4.555326,
4.914801,1.103694,2.798422,2.252906,1.055342,2.455117,2.541781,6.347426,4.287081,3.953264,6.002875,4.322705,3.293231,4.568268,
4.912682,1.109277,2.801232,2.248782,1.068903,2.448205,2.555621,6.354837,4.289134,3.940616,6.010103,4.322260,3.318576,4.583781,
4.910895,1.115564,2.803489,2.245134,1.082061,2.441953,2.568758,6.361742,4.290730,3.928375,6.016654,4.321044,3.343175,4.599492,
4.912478,1.124908,2.802539,2.245640,1.092902,2.438865,2.583470,6.365786,4.295285,3.913390,6.026407,4.318578,3.368316,4.613355,
4.915664,1.135696,2.800911,2.246571,1.104624,2.436273,2.599675,6.368957,4.301176,3.898364,6.035793,4.316456,3.393169,4.614064,
4.918665,1.147150,2.798744,2.248130,1.115967,2.434338,2.615890,6.371749,4.307264,3.882620,6.045868,4.313426,3.418165,4.618519,
4.919784,1.159964,2.796205,2.250009,1.127258,2.433202,2.632506,6.374627,4.314161,3.864048,6.058854,4.309086,3.444075,4.629354,
4.920295,1.171519,2.794619,2.250459,1.138700,2.431262,2.648116,6.377833,4.320609,3.846250,6.071058,4.304780,3.469021,4.632364,
4.920217,1.184691,2.791811,2.252833,1.148607,2.430811,2.663743,6.379947,4.329834,3.825689,6.086558,4.300770,3.494861,4.641307,
