5.365154,0.249180,5.923356,3.888737,2.926467,0.075221,5.269075,0.924408,0.142119,5.480242,2.484557,6.025431,0.396303,2.305527,1.250587,5.385900,4.610672,5.024272,3.298012,0.454107,6.066779,5.778969,4.955526,
5.377256,0.248783,5.966671,3.938276,2.974209,0.027713,5.276569,0.892387,0.092772,5.432084,2.477143,6.069207,0.407322,2.308553,1.299006,5.431936,4.589102,4.994767,3.340198,0.405254,6.017242,5.802466,4.955526,
5.393233,0.254880,6.011344,3.986138,2.999315,-0.017956,5.263637,0.887498,0.065634,5.389594,2.446342,6.115678,0.419210,2.327417,1.343689,5.466455,4.553165,5.016833,3.373255,0.369640,5.974768,5.830959,4.955526,
5.424043,0.264314,6.054117,4.007211,3.024824,-0.064958,5.233192,0.887351,0.038730,5.353304,2.408039,6.161545,0.434416,2.343807,1.390338,5.503107,4.518140,5.051011,3.412965,0.342177,5.929440,5.817361,4.955526,
5.426925,0.278653,6.095584,4.024842,3.059579,-0.109996,5.197975,0.900664,0.024135,5.319136,2.366882,6.177261,0.449581,2.353679,1.435401,5.542634,4.478136,5.090574,3.449861,0.314894,5.889765,5.797097,4.955526,
5.412521,0.284821,6.137231,4.022947,3.070254,-0.151706,5.159941,0.919736,0.038294,5.320533,2.322880,6.166736,0.465649,2.349682,1.481245,5.582589,4.434894,5.133434,3.483847,0.293220,5.873145,5.766187,4.955526,
5.420621,0.283064,6.180055,4.018278,3.068589,-0.191805,5.118358,0.921292,0.049804,5.306980,2.304290,6.184927,0.472678,2.333921,1.525166,5.624011,4.389574,5.159849,3.520193,0.295995,5.856622,5.744105,4.955526,
5.427300,0.283475,6.222442,4.005080,3.055160,-0.230438,5.081126,0.921688,0.048487,5.310785,2.275586,6.199609,0.479574,2.324590,1.567867,5.655095,4.362599,5.193848,3.557932,0.296027,5.839054,5.713392,4.955526,
5.425355,0.283992,6.261378,3.999039,3.049537,-0.265054,5.057369,0.923554,0.052899,5.308747,2.260236,6.198185,0.487882,2.312725,1.600986,5.679955,4.332465,5.216424,3.594159,0.300976,5.821231,5.695221,4.955526,
5.428573,0.283958,6.296084,3.999401,3.034373,-0.298820,5.034798,0.924757,0.071407,5.327387,2.232810,6.191446,0.496629,2.299357,1.633693,5.708995,4.297710,5.247927,3.629849,0.313092,5.801341,5.666124,4.955526,
5.431727,0.280993,6.332591,4.000690,3.026025,-0.336912,5.004320,0.909691,0.086609,5.334126,2.219009,6.200422,0.503311,2.287407,1.671165,5.743978,4.261381,5.266202,3.660384,0.333075,5.782052,5.648886,4.955526,
5.436347,0.280968,6.367152,3.995575,3.027250,-0.363261,4.981043,0.896777,0.087044,5.342291,2.202076,6.214445,0.511480,2.287791,1.708664,5.780764,4.236987,5.286731,3.690342,0.356146,5.766666,5.635180,4.955526,
5.445015,0.280969,6.403992,3.993179,3.025629,-0.383686,4.962815,0.881409,0.066397,5.364086,2.174755,6.236858,0.519562,2.288328,1.748544,5.818361,4.236825,5.316445,3.717964,0.380375,5.756515,5.619823,4.955526,
5.457132,0.281961,6.439256,3.993740,3.013053,-0.397290,4.954700,0.863710,0.037121,5.393163,2.140596,6.267453,0.527984,2.287654,1.789902,5.859494,4.256063,5.352142,3.744757,0.407941,5.753052,5.606302,4.955526,
5.473884,0.282393,6.465384,3.996071,3.029765,-0.409014,4.950684,0.844582,0.021560,5.406286,2.115764,6.303452,0.532682,2.277303,1.834373,5.903041,4.270038,5.378344,3.770802,0.432137,5.758480,5.607208,4.955526,
5.492397,0.282087,6.493553,4.002683,3.041563,-0.427030,4.954269,0.817303,-0.003022,5.428841,2.086315,6.333224,0.535823,2.259656,1.880965,5.948542,4.290832,5.409329,3.792790,0.455113,5.770023,5.601465,4.955526,
5.507454,0.282237,6.521596,4.005617,3.053322,-0.445216,4.953089,0.789683,-0.016570,5.443773,2.061976,6.358614,0.540307,2.246702,1.927290,5.983666,4.309458,5.435414,3.813172,0.474643,5.782101,5.595560,4.955526,
5.524851,0.283234,6.543981,4.014996,3.074324,-0.472459,4.958482,0.771300,-0.029036,5.457686,2.039553,6.386246,0.544831,2.234632,1.970414,6.009720,4.325597,5.459302,3.829615,0.489694,5.797593,5.594126,4.955526,
5.538307,0.283699,6.570523,4.025121,3.088409,-0.495260,4.948659,0.769585,-0.048588,5.474226,2.018148,6.405144,0.551890,2.239633,2.006226,6.017366,4.337202,5.482742,3.840457,0.497082,5.811007,5.585972,4.955526,
5.543675,0.284945,6.600307,4.023598,3.098242,-0.523818,4.939822,0.771629,-0.063996,5.490269,1.996535,6.419740,0.558058,2.241889,2.046312,6.023291,4.349054,5.506388,3.846996,0.500948,5.827846,5.574780,4.955526,
5.547469,0.286116,6.626372,4.016241,3.110717,-0.553059,4.926294,0.773409,-0.074280,5.502577,1.978065,6.431606,0.563713,2.246740,2.085683,6.029190,4.360008,5.526636,3.854503,0.499474,5.845357,5.563781,4.955526,
