4.616425,7.515751,1.026783,3.511800,11.099086,4.361310,1.062627,1.065737,5.077962,1.475647,4.222344,9.464403,7.551072,1.565846,
4.628264,7.491919,1.003897,3.483754,11.091441,4.333165,1.091814,1.091032,5.060889,1.498222,4.192746,9.471668,7.521681,1.538306,
4.646188,7.466396,0.978824,3.483162,11.071487,4.304639,1.119338,1.117345,5.048719,1.513698,4.169106,9.482955,7.499276,1.509702,
4.660097,7.446156,0.958702,3.495048,11.048362,4.289909,1.137674,1.132759,5.037837,1.511297,4.143385,9.489401,7.476719,1.480531,
4.668805,7.425040,0.937620,3.502341,11.025649,4.279371,1.154484,1.139107,5.032380,1.502231,4.117014,9.481708,7.451664,1.453224,
4.677790,7.412757,0.926175,3.515993,11.002783,4.261596,1.175753,1.154355,5.023510,1.508039,4.098473,9.479994,7.426046,1.427592,
4.684126,7.401158,0.915361,3.517682,10.984233,4.264824,1.181375,1.148422,5.016204,1.499062,4.076872,9.466458,7.399037,1.406839,
4.689461,7.392118,0.906943,3.511555,10.972043,4.267600,1.186568,1.142610,5.007737,1.491073,4.058047,9.453473,7.372293,1.385202,
4.694363,7.385672,0.900996,3.511615,10.956094,4.269444,1.191670,1.138901,4.994510,1.480432,4.035937,9.439647,7.345207,1.361578,
4.692441,7.381125,0.897043,3.514618,10.937736,4.260935,1.204390,1.145607,4.987468,1.480419,4.016735,9.435925,7.326669,1.341937,
4.692278,7.383620,0.899776,3.513529,10.921220,4.255447,1.214567,1.148679,4.975330,1.478447,3.996936,9.431918,7.312468,1.323321,
4.693698,7.390620,0.905554,3.505820,10.911457,4.248013,1.227533,1.153917,4.968787,1.479020,3.979785,9.431046,7.303337,1.305817,
4.696732,7.389486,0.902741,3.504466,10.899863,4.245100,1.235944,1.153766,4.959376,1.475262,3.960907,9.428888,7.296134,1.288963,
4.694673,7.388975,0.900177,3.506481,10.884309,4.239228,1.248123,1.157210,4.950946,1.471339,3.938579,9.428690,7.290303,1.275050,
4.691068,7.397580,0.905796,3.501842,10.873108,4.234368,1.260056,1.159915,4.940685,1.468855,3.921542,9.429515,7.287776,1.266827,
4.683552,7.411602,0.916977,3.493087,10.863963,4.230337,1.270025,1.160670,4.933175,1.466065,3.907942,9.422579,7.276098,1.257470,
4.675676,7.428196,0.932050,3.487384,10.850198,4.223991,1.280388,1.164968,4.925567,1.463002,3.891168,9.417258,7.265882,1.249373,
4.663108,7.448707,0.951261,3.477331,10.839787,4.214289,1.294070,1.174287,4.922353,1.466889,3.876995,9.414527,7.257015,1.244655,
4.646246,7.469750,0.971488,3.470443,10.826585,4.202260,1.307559,1.186956,4.922415,1.471296,3.859412,9.415388,7.250599,1.236797,
4.626364,7.490544,0.991366,3.467238,10.810528,4.185806,1.324883,1.205142,4.909784,1.479490,3.838233,9.419417,7.244514,1.231539,
4.607323,7.509403,1.009330,3.465547,10.792624,4.169658,1.337577,1.223981,4.912630,1.488186,3.816799,9.424738,7.239784,1.227225,
4.584735,7.513152,1.012212,3.470663,10.771772,4.149361,1.352498,1.246943,4.916138,1.502014,3.796461,9.434208,7.238248,1.222886,
4.565827,7.522795,1.020496,3.472049,10.753340,4.130020,1.368548,1.268439,4.920063,1.516330,3.777699,9.442612,7.236648,1.221126,
4.547636,7.536437,1.032325,3.470153,10.738189,4.114239,1.383202,1.286777,4.924779,1.530158,3.757884,9.450338,7.234420,1.222013,
4.526810,7.544928,1.038561,3.470059,10.722916,4.096846,1.398404,1.306251,4.924005,1.544919,3.741926,9.457875,7.232783,1.223436,
4.504085,7.560305,1.051810,3.464334,10.711802,4.079200,1.416839,1.325975,4.921759,1.559618,3.725911,9.467747,7.236798,1.231226,
4.479795,7.578585,1.067820,3.457655,10.700078,4.059447,1.437866,1.347861,4.919452,1.574520,3.707925,9.478669,7.240745,1.241489,
4.454662,7.597976,1.084440,3.450871,10.689154,4.041557,1.457149,1.368383,4.914883,1.587682,3.688690,9.488521,7.242616,1.252504,
4.429817,7.619908,1.103954,3.443392,10.677625,4.024204,1.476006,1.388523,4.913091,1.601023,3.666265,9.499474,7.247456,1.264216,
4.407165,7.640627,1.122885,3.436171,10.666949,4.007854,1.493495,1.407133,4.910614,1.615310,3.645506,9.510172,7.253525,1.275576,
4.386263,7.656987,1.136650,3.430542,10.656643,3.988168,1.513703,1.429985,4.918272,1.633503,3.625664,9.523788,7.257909,1.286762,
4.365299,7.675073,1.152428,3.423896,10.647533,3.969719,1.534054,1.450921,4.921569,1.651823,3.606199,9.535957,7.259868,1.297703,
4.346485,7.690515,1.165538,3.418922,10.637830,3.948590,1.551713,1.474895,4.930811,1.669983,3.582563,9.551323,7.262974,1.308652,
4.329641,7.703972,1.176787,3.415063,10.628186,3.924196,1.572824,1.501604,4.937796,1.688745,3.556772,9.566770,7.257687,1.312368,
4.314425,7.716051,1.186858,3.411615,10.619410,3.902581,1.594541,1.524333,4.937163,1.706073,3.531299,9.578888,7.253391,1.321570,
4.299823,7.728794,1.197927,3.407623,10.612333,3.877811,1.613813,1.550917,4.947974,1.725073,3.503156,9.594663,7.249321,1.330266,
4.287303,7.738409,1.205819,3.404352,10.606316,3.855975,1.630543,1.574588,4.956672,1.742103,3.474821,9.609448,7.245402,1.334981,
4.276457,7.744556,1.210067,3.402151,10.601847,3.835301,1.643781,1.597542,4.969399,1.758896,3.448327,9.622643,7.243147,1.338200,
4.273670,7.741155,1.205226,3.403702,10.597879,3.815562,1.659175,1.617977,4.978439,1.775649,3.421398,9.634532,7.243911,1.344406,
4.277937,7.729812,1.192863,3.409553,10.592685,3.802728,1.671892,1.630056,4.975867,1.789792,3.395028,9.641980,7.248652,1.355728,
4.285770,7.713193,1.175011,3.418777,10.585854,3.797816,1.680659,1.634162,4.967162,1.800534,3.372261,9.644259,7.252878,1.366466,
4.294218,7.698040,1.159326,3.427647,10.582113,3.787605,1.695291,1.642340,4.962462,1.812181,3.350778,9.648712,7.255666,1.378308,
4.305969,7.680402,1.141131,3.437855,10.577960,3.778929,1.709300,1.647519,4.953582,1.824128,3.332573,9.651583,7.256650,1.389002,
4.311581,7.666422,1.126436,3.447521,10.572163,3.775284,1.718383,1.650232,4.948014,1.833883,3.314880,9.653280,7.254997,1.398202,
4.320712,7.648170,1.107253,3.459990,10.565720,3.774675,1.725996,1.645717,4.933330,1.841411,3.298990,9.650054,7.248863,1.403457,
4.335931,7.623263,1.081332,3.477396,10.557024,3.779929,1.733316,1.636074,4.916291,1.849125,3.281362,9.643704,7.243189,1.406870,
4.347752,7.598912,1.055480,3.493744,10.550567,3.783444,1.740389,1.629628,4.905451,1.855731,3.261195,9.640120,7.237769,1.409227,
4.361272,7.572498,1.027539,3.511584,10.542783,3.787773,1.748974,1.621096,4.893608,1.861554,3.245725,9.634534,7.229885,1.411678,
4.360251,7.556658,1.010273,3.523924,10.541390,3.786675,1.761425,1.626647,4.902199,1.867374,3.229632,9.636009,7.212618,1.402573,
4.352967,7.547237,0.999366,3.533057,10.542979,3.784376,1.771237,1.636048,4.915944,1.873044,3.214780,9.639022,7.188501,1.389225,
4.353807,7.532392,0.982976,3.546718,10.540557,3.784402,1.783337,1.641164,4.926241,1.879324,3.203617,9.638966,7.168891,1.379943,
