6.101127,4.083632,4.434416,3.531983,1.004327,5.703013,3.644618,5.084076,0.671444,3.747456,1.196526,4.137373,0.797288,0.448904,2.335512,6.158315,4.545155,4.187621,3.418631,0.213478,5.605164,5.036135,3.428672,4.085027,3.900617,2.687840,2.813019,6.211041,4.384721,4.959508,2.483570,1.075355,2.358787,0.717466,2.018892,5.984210,4.511159,3.827217,0.166543,4.454383,1.679912,2.011209,2.791085,5.728288,0.490660,0.835900,2.273440,1.583859,5.648808,5.805618,2.328340,4.580696,2.666429,1.788295,5.123476,6.005654,5.392082,5.589129,5.502143,1.420141,0.424101,0.922830,1.691198,1.420660,2.999782,0.653833,5.107870,3.284607,6.054968,
6.125150,4.109735,4.434416,3.558379,1.032885,5.730680,3.673348,5.098405,0.645204,3.725880,1.217106,4.137373,0.768497,0.476225,2.335512,6.177801,4.520500,4.161755,3.448049,0.238972,5.634034,5.064702,3.452938,4.085027,3.873567,2.714337,2.813019,6.237458,4.412926,4.933102,2.495796,1.052998,2.329215,0.690056,2.000227,5.984210,4.536052,3.799240,0.166543,4.426242,1.707750,2.030585,2.820265,5.757314,0.519887,0.806041,2.244844,1.583859,5.621546,5.777773,2.356202,4.606223,2.672999,1.788295,5.145080,5.999898,5.392082,5.564222,5.526149,1.393066,0.396901,0.949724,1.691198,1.396076,2.973579,0.653833,5.107870,3.284607,6.054968,
6.137216,4.111233,4.434416,3.585229,1.061359,5.758769,3.700817,5.117484,0.660425,3.700993,1.233601,4.137373,0.739343,0.504105,2.335512,6.190174,4.493525,4.162203,3.477686,0.254147,5.662048,5.080282,3.447973,4.085027,3.845862,2.734494,2.813019,6.259656,4.438340,4.909165,2.488778,1.027818,2.302600,0.666560,1.977672,5.984210,4.525890,3.773628,0.166543,4.437532,1.725987,2.020741,2.849084,5.750803,0.548669,0.776325,2.251242,1.583859,5.596471,5.749220,2.375938,4.607654,2.660184,1.788295,5.150331,6.011538,5.392082,5.577750,5.511051,1.404735,0.374040,0.971015,1.691198,1.369512,2.947091,0.653833,5.107870,3.284607,6.054968,
6.147007,4.118786,4.434416,3.608620,1.089782,5.787312,3.715632,5.118726,0.674781,3.681964,1.255466,4.137373,0.709915,0.531764,2.335512,6.188530,4.469075,4.171271,3.507342,0.272485,5.690485,5.090896,3.437745,4.085027,3.825771,2.753161,2.813019,6.280379,4.450065,4.894563,2.476005,1.001191,2.277361,0.645212,1.953870,5.984210,4.521985,3.749996,0.166543,4.450542,1.731383,2.016396,2.878356,5.735026,0.577872,0.746915,2.262071,1.583859,5.579743,5.752769,2.370913,4.593529,2.642423,1.788295,5.147782,6.024146,5.392082,5.594847,5.492645,1.420127,0.351342,0.992269,1.691198,1.342855,2.924072,0.653833,5.107870,3.284607,6.054968,
6.152731,4.127303,4.434416,3.625582,1.111612,5.811189,3.726112,5.119699,0.674029,3.676292,1.279379,4.137373,0.681229,0.557426,2.335512,6.185899,4.444491,4.179143,3.536098,0.294294,5.718728,5.107366,3.432497,4.085027,3.818400,2.773951,2.813019,6.301714,4.453727,4.884674,2.471655,0.986111,2.251910,0.622037,1.928143,5.984210,4.511548,3.736448,0.166543,4.452236,1.740678,2.021368,2.904519,5.723435,0.605120,0.717826,2.268213,1.583859,5.567684,5.766434,2.358025,4.573362,2.634690,1.788295,5.142784,6.036243,5.392082,5.610824,5.474233,1.437157,0.328094,1.015527,1.691198,1.321474,2.905258,0.653833,5.107870,3.284607,6.054968,
6.164322,4.140548,4.434416,3.645226,1.135683,5.836658,3.741252,5.114158,0.676036,3.665599,1.300495,4.137373,0.652123,0.581994,2.335512,6.174834,4.433301,4.191749,3.563017,0.316660,5.745515,5.121074,3.426048,4.085027,3.803028,2.787330,2.813019,6.320477,4.458707,4.875525,2.462989,0.968523,2.228034,0.599340,1.901472,5.984210,4.495823,3.721327,0.166543,4.454528,1.751846,2.027286,2.925577,5.704904,0.625882,0.691830,2.277038,1.583859,5.556948,5.776049,2.351916,4.550952,2.622843,1.788295,5.139696,6.048051,5.392082,5.629098,5.455278,1.456298,0.309910,1.033047,1.691198,1.315214,2.894037,0.653833,5.107870,3.284607,6.054968,
6.176523,4.153459,4.434416,3.662456,1.157117,5.858716,3.760074,5.112467,0.677550,3.654029,1.322162,4.137373,0.624018,0.606061,2.335512,6.166834,4.419066,4.195675,3.588348,0.330238,5.768409,5.124186,3.411887,4.085027,3.791876,2.804347,2.813019,6.340043,4.466774,4.865706,2.449619,0.947122,2.202264,0.575922,1.893724,5.984210,4.485613,3.706407,0.166543,4.454748,1.767507,2.033582,2.941541,5.701063,0.644901,0.668065,2.292137,1.583859,5.544958,5.779075,2.350638,4.535383,2.606476,1.788295,5.134962,6.063261,5.392082,5.644157,5.447296,1.476220,0.289062,1.052973,1.691198,1.310924,2.883698,0.653833,5.107870,3.284607,6.054968,
6.184776,4.161704,4.434416,3.677264,1.173267,5.875967,3.771121,5.099667,0.685013,3.642492,1.346207,4.137373,0.596763,0.630358,2.335512,6.156347,4.407489,4.202514,3.611550,0.341932,5.789346,5.125753,3.398195,4.085027,3.779329,2.817450,2.813019,6.358071,4.470682,4.859204,2.437110,0.929519,2.177877,0.556842,1.892811,5.984210,4.474639,3.695417,0.166543,4.457002,1.768691,2.038599,2.955110,5.694080,0.661380,0.645675,2.302953,1.583859,5.536316,5.786093,2.345531,4.515617,2.592028,1.788295,5.129274,6.070901,5.392082,5.659755,5.438193,1.496832,0.271400,1.070527,1.691198,1.315651,2.880617,0.653833,5.107870,3.284607,6.054968,
6.195589,4.173136,4.434416,3.690760,1.174844,5.879541,3.787145,5.088332,0.691575,3.628192,1.371134,4.137373,0.568490,0.656254,2.335512,6.144769,4.394254,4.208959,3.633707,0.354827,5.810141,5.127374,3.386362,4.085027,3.766517,2.831027,2.813019,6.375786,4.468653,4.856014,2.432386,0.919869,2.153542,0.537175,1.895266,5.984210,4.460624,3.691739,0.166543,4.456520,1.775408,2.043929,2.967137,5.687391,0.677783,0.622542,2.302475,1.583859,5.531128,5.799114,2.334303,4.493814,2.585866,1.788295,5.128388,6.077340,5.392082,5.673830,5.430983,1.518430,0.254573,1.087890,1.691198,1.324595,2.881673,0.653833,5.107870,3.284607,6.054968,
6.204638,4.184345,4.434416,3.701775,1.169514,5.876164,3.797750,5.072922,0.704054,3.611808,1.397634,4.137373,0.541656,0.681458,2.335512,6.131388,4.388061,4.217595,3.653504,0.356582,5.824975,5.119265,3.368768,4.085027,3.759975,2.844300,2.813019,6.393001,4.461822,4.855796,2.432962,0.917792,2.129146,0.520884,1.904914,5.984210,4.449881,3.690713,0.166543,4.465050,1.773866,2.039579,2.977743,5.675871,0.690337,0.605813,2.312615,1.583859,5.529425,5.816160,2.319014,4.470736,2.586482,1.788295,5.131998,6.077382,5.392082,5.688852,5.421461,1.538390,0.240580,1.103295,1.691198,1.340296,2.889888,0.653833,5.107870,3.284607,6.054968,
6.212545,4.191737,4.434416,3.711812,1.165919,5.874264,3.808348,5.056761,0.718957,3.593840,1.424430,4.137373,0.516299,0.705282,2.335512,6.116729,4.381837,4.227910,3.671690,0.356946,5.838267,5.110105,3.351117,4.085027,3.754549,2.856032,2.813019,6.408743,4.452920,4.856783,2.434048,0.917873,2.105552,0.507358,1.916538,5.984210,4.439720,3.689551,0.166543,4.476025,1.771019,2.033459,2.989968,5.665490,0.704190,0.589601,2.320386,1.583859,5.529155,5.834749,2.302093,4.447069,2.588376,1.788295,5.135013,6.078527,5.392082,5.705889,5.410170,1.558696,0.229584,1.116521,1.691198,1.356942,2.899346,0.653833,5.107870,3.284607,6.054968,
6.219329,4.199183,4.434416,3.720836,1.160428,5.870320,3.815734,5.039055,0.736202,3.575896,1.450349,4.137373,0.493509,0.718304,2.335512,6.100270,4.375523,4.240828,3.686615,0.350763,5.845534,5.100295,3.332224,4.085027,3.751937,2.868734,2.813019,6.422933,4.446583,4.857014,2.436210,0.918324,2.085147,0.495293,1.930492,5.984210,4.432542,3.688253,0.166543,4.490935,1.764659,2.023254,3.002499,5.655359,0.718493,0.575290,2.331829,1.583859,5.528200,5.848953,2.288707,4.425707,2.590738,1.788295,5.141484,6.075741,5.392082,5.722772,5.401611,1.578926,0.217686,1.129841,1.691198,1.368332,2.905664,0.653833,5.107870,3.284607,6.054968,
6.227290,4.205298,4.434416,3.729106,1.151167,5.863348,3.821859,5.022914,0.755942,3.554797,1.471646,4.137373,0.469570,0.718054,2.335512,6.079744,4.372602,4.252234,3.700793,0.354024,5.853130,5.086947,3.310121,4.085027,3.745880,2.885799,2.813019,6.434776,4.447546,4.856240,2.443186,0.917728,2.061865,0.478049,1.947697,5.984210,4.417274,3.697151,0.166543,4.506725,1.756682,2.010785,3.005071,5.646610,0.726961,0.556973,2.335829,1.583859,5.525499,5.850766,2.284962,4.423645,2.597393,1.788295,5.142999,6.077070,5.392082,5.734886,5.401076,1.601206,0.200284,1.147648,1.691198,1.366290,2.903979,0.653833,5.107870,3.284607,6.054968,
