5.816070,1.837573,0.335372,5.843909,1.078640,1.193107,4.710822,5.401839,5.128644,3.579316,0.998813,2.121240,0.448513,0.137253,4.676039,2.688734,4.039703,2.547828,3.016484,1.085972,2.223500,4.998809,1.580073,2.841902,5.360580,1.963191,0.505646,4.433585,3.223184,3.376184,0.526402,4.704041,6.010968,3.347356,0.768210,1.443182,0.750338,1.610418,0.949884,3.388696,3.787067,4.347696,2.161768,3.857141,3.439846,
5.839675,1.809206,0.335372,5.866725,1.095704,1.221090,4.690925,5.431824,5.123440,3.608230,1.019079,2.121240,0.445024,0.167172,4.676039,2.659132,4.069259,2.559210,3.036162,1.062905,2.235319,4.976734,1.582401,2.841902,5.335780,1.986517,0.505646,4.449672,3.193243,3.359747,0.515400,4.724909,5.981268,3.333682,0.779427,1.443182,0.780296,1.581001,0.949884,3.366277,3.761747,4.371662,2.168308,3.832442,3.439846,
5.854945,1.783331,0.335372,5.891859,1.116562,1.247651,4.670516,5.460503,5.115377,3.634743,1.043517,2.121240,0.427510,0.196685,4.676039,2.631059,4.098842,2.567193,3.051935,1.052783,2.253937,4.969031,1.586262,2.841902,5.310387,2.010523,0.505646,4.463336,3.164706,3.345723,0.507834,4.749956,5.951700,3.314502,0.797779,1.443182,0.807869,1.552264,0.949884,3.342540,3.735469,4.396715,2.177824,3.807542,3.439846,
5.867676,1.756337,0.335372,5.916896,1.138367,1.274831,4.648779,5.485296,5.101278,3.658368,1.064686,2.121240,0.419521,0.225489,4.676039,2.603835,4.125932,2.581923,3.071773,1.034201,2.260651,4.955380,1.573408,2.841902,5.284963,2.035325,0.505646,4.468624,3.139853,3.340156,0.493525,4.772704,5.924538,3.306089,0.803300,1.443182,0.831390,1.530662,0.949884,3.316888,3.713056,4.423319,2.175348,3.780798,3.439846,
5.886624,1.729240,0.335372,5.932044,1.140161,1.301293,4.634815,5.506551,5.094838,3.677959,1.082672,2.121240,0.416767,0.248311,4.676039,2.582205,4.148316,2.601500,3.084011,1.018480,2.260881,4.944307,1.562786,2.841902,5.264039,2.047699,0.505646,4.471873,3.118549,3.336659,0.474008,4.794360,5.902461,3.301775,0.802071,1.443182,0.851045,1.513547,0.949884,3.297597,3.692793,4.441068,2.175228,3.758414,3.439846,
5.898650,1.707507,0.335372,5.934780,1.132951,1.320168,4.632643,5.525365,5.101536,3.694910,1.095403,2.121240,0.403727,0.272490,4.676039,2.560862,4.168380,2.623802,3.078764,1.012761,2.249529,4.942478,1.561944,2.841902,5.253639,2.049282,0.505646,4.483916,3.099310,3.324479,0.451710,4.812898,5.882525,3.307808,0.789463,1.443182,0.870402,1.500044,0.949884,3.276401,3.676122,4.460918,2.165978,3.733673,3.439846,
5.914437,1.690549,0.335372,5.948363,1.137951,1.340713,4.620580,5.545815,5.095184,3.713002,1.113330,2.121240,0.392267,0.297011,4.676039,2.537322,4.189385,2.648352,3.080337,1.006272,2.247523,4.943109,1.556367,2.841902,5.236752,2.059349,0.505646,4.479610,3.078508,3.328660,0.427231,4.832585,5.861507,3.307288,0.786376,1.443182,0.888538,1.484724,0.949884,3.252759,3.658463,4.483629,2.159165,3.709541,3.439846,
5.930201,1.677268,0.335372,5.960173,1.140137,1.358119,4.609810,5.559853,5.089944,3.726608,1.129397,2.121240,0.376501,0.319839,4.676039,2.519753,4.206780,2.673265,3.076339,1.002541,2.239868,4.942920,1.545359,2.841902,5.222022,2.066069,0.505646,4.477651,3.063501,3.330468,0.402209,4.851364,5.844542,3.312405,0.777805,1.443182,0.903567,1.475392,0.949884,3.231108,3.642837,4.503698,2.149962,3.685343,3.439846,
5.949192,1.660790,0.335372,5.972962,1.143518,1.377563,4.597415,5.572333,5.084760,3.739408,1.145612,2.121240,0.358726,0.340186,4.676039,2.504876,4.222475,2.689756,3.077873,0.993513,2.235001,4.934381,1.529879,2.841902,5.206040,2.074449,0.505646,4.473698,3.049330,3.334258,0.385934,4.868485,5.829334,3.315310,0.772304,1.443182,0.917232,1.467356,0.949884,3.215965,3.627549,4.517568,2.144988,3.666906,3.439846,
5.965737,1.641127,0.335372,5.982181,1.142626,1.398136,4.589574,5.583885,5.083531,3.750348,1.161672,2.121240,0.338216,0.358792,4.676039,2.490234,4.236300,2.703773,3.079962,0.985690,2.231334,4.929175,1.511124,2.841902,5.192062,2.079434,0.505646,4.475536,3.036166,3.332250,0.372453,4.880642,5.815607,3.318420,0.767790,1.443182,0.931189,1.460330,0.949884,3.205270,3.612398,4.527160,2.143540,3.653043,3.439846,
