0.016633,0.037468,0.037155,0.009000,-0.021662,-0.040970,-0.052549,-0.009670,-0.012371,-0.019909,0.041116,-0.058533,0.083452,-0.154921,0.027262,
0.005917,0.010829,-0.005823,-0.003399,-0.021067,-0.014941,0.005377,-0.014155,0.000968,0.000133,0.037440,-0.002669,-0.013772,-0.096584,0.034933,
0.002490,-0.014130,0.011105,0.004954,0.003841,-0.045762,-0.016758,-0.017056,0.014389,0.016638,-0.013251,-0.015731,0.031970,-0.056717,0.019391,
0.001751,-0.008379,-0.009635,0.003691,-0.019999,-0.023045,-0.007967,-0.023308,0.011641,0.003559,0.057369,0.012228,0.009585,-0.125718,0.066609,
0.007577,0.008943,-0.015767,0.000197,-0.013270,-0.031877,0.010400,-0.009860,-0.008090,0.021104,0.022124,0.009665,-0.004352,-0.043144,0.039669,
0.001581,-0.018792,0.003941,0.004246,-0.008214,-0.014151,0.010728,-0.015362,0.019135,0.010112,-0.025799,0.016683,-0.001015,-0.051504,0.040244,
0.007133,0.024814,0.012869,-0.003275,-0.021724,-0.029279,-0.003176,-0.011746,-0.017692,0.001035,0.038654,0.000863,0.013063,-0.016497,-0.011158,
0.004710,0.018250,0.007974,-0.004659,-0.017309,-0.034420,-0.010988,-0.010364,-0.012175,-0.005820,0.040211,-0.018224,0.042792,0.015761,-0.020874,
-0.008046,-0.028807,0.000953,-0.003572,-0.018832,-0.021861,-0.006615,-0.023790,0.014626,0.004605,0.008858,0.041146,-0.016155,0.019370,0.012657,
0.009405,0.010644,-0.009996,-0.000707,-0.026352,-0.022970,-0.028799,-0.029137,-0.000532,0.025785,0.009909,-0.032345,0.053073,-0.035870,0.009575,
-0.014828,-0.066002,-0.003071,-0.000026,0.005878,-0.007509,-0.003703,-0.037518,0.047219,0.013077,-0.036880,0.015985,-0.001728,0.008121,0.060172,
-0.006713,-0.112321,-0.008976,0.000039,0.014276,0.087698,-0.001991,-0.060824,0.084241,0.006154,-0.107835,0.065769,-0.073991,0.029131,0.051913,
-0.002919,-0.010141,-0.019382,0.004225,-0.010241,-0.027268,0.001863,-0.003003,0.007043,0.006659,0.015744,0.020123,-0.025558,0.009835,0.033397,
0.008156,-0.042964,0.007524,0.001343,-0.000969,0.028034,-0.008749,-0.031295,0.034930,0.005705,-0.045372,-0.002237,0.037082,-0.002640,0.062970,
0.021126,0.070476,0.005807,0.002529,-0.011258,0.003553,-0.006564,0.026320,-0.039157,0.000192,0.037715,-0.032187,0.037109,0.056002,-0.048906,
0.004442,0.014175,-0.006654,0.001324,-0.005748,-0.021663,0.003838,0.008754,-0.012717,0.007712,0.018247,0.015868,-0.031379,0.041220,0.007262,
-0.003459,-0.014423,-0.004870,0.001516,-0.006475,-0.016300,-0.002071,-0.011572,0.007569,0.003302,0.037473,0.039930,-0.007030,-0.013444,0.032228,
0.008198,0.027275,-0.014442,-0.001479,-0.018644,-0.020359,0.009167,0.023255,-0.021298,0.015109,0.025504,0.012750,-0.043867,0.062141,-0.023111,
0.008739,0.015727,0.019856,0.012202,-0.027944,-0.030022,-0.022528,-0.001895,-0.005250,0.018870,0.032815,-0.026654,0.048779,-0.024073,-0.000658,
-0.006251,-0.032521,-0.000063,0.001705,0.011266,0.016393,-0.001570,-0.014637,0.026598,0.014583,-0.024404,0.008739,0.016095,-0.015531,0.025921,
0.022106,0.070226,-0.014547,-0.000456,-0.014048,-0.035190,0.006337,0.049036,-0.046102,0.015211,0.039727,0.012054,-0.058239,0.055999,-0.009872,
0.010165,0.019209,0.012782,0.009160,-0.015460,0.001119,-0.015005,-0.021917,0.010388,-0.000962,0.016094,-0.022815,0.059179,0.012817,-0.002905,
0.005259,0.020533,-0.008643,-0.000351,-0.017212,-0.032304,0.001757,0.017411,-0.013427,0.013061,0.036829,0.000049,-0.006301,0.054222,-0.027312,
0.010684,0.046444,0.000551,-0.003723,-0.009425,-0.023541,0.006877,0.026500,-0.025287,0.011194,0.027444,0.000937,-0.018377,0.040613,-0.027513,
-0.002777,-0.020002,-0.000264,0.000734,0.016809,0.034869,-0.010287,-0.024219,0.019806,0.009017,-0.045211,-0.006414,0.020417,-0.026949,0.017464,
0.003548,-0.003126,-0.008093,0.000928,0.005567,0.007576,-0.000876,0.004223,-0.001023,0.015082,-0.005523,0.004334,-0.041670,0.002686,-0.021201,
0.007328,0.019786,-0.000132,-0.000991,-0.001202,-0.019447,-0.003371,-0.010911,-0.007953,0.015926,0.005924,-0.006230,0.037299,-0.016895,0.011381,
-0.000523,0.000931,-0.003798,-0.001414,-0.003370,0.000350,0.007854,0.017948,0.001528,0.003314,0.004995,0.022608,-0.042590,0.031320,0.003752,
-0.004496,-0.018753,-0.000458,0.005756,-0.012950,0.046188,-0.005726,-0.019554,0.021477,0.016180,-0.051864,0.001875,-0.004136,0.021660,0.022974,
-0.015506,-0.057925,-0.003849,0.006610,0.019743,0.035598,-0.004673,-0.029400,0.037663,0.012966,-0.042142,0.006675,0.018127,0.012899,0.034095,
-0.002311,-0.009198,0.002854,0.004542,0.013922,0.005311,0.001886,-0.010155,0.010730,0.007435,-0.008105,0.007296,0.004652,0.013026,-0.007769,
-0.002803,-0.023620,-0.007918,-0.004313,0.019525,0.010100,0.000624,-0.011799,0.018177,0.006738,-0.023461,0.006346,0.010899,0.011731,0.007180,
-0.002780,-0.013156,-0.008194,0.001132,-0.002387,-0.016166,-0.001930,0.008695,0.007532,-0.009407,0.030367,0.015874,-0.015704,0.032912,0.020827,
0.008998,0.039163,0.007205,-0.000562,-0.008446,-0.018360,-0.001009,0.004264,-0.028868,-0.012628,0.028964,-0.015963,0.030750,0.029181,-0.011816,
0.005468,0.008290,0.000723,-0.006690,0.008417,-0.014930,-0.003804,-0.006326,-0.015398,0.009600,-0.003214,0.004523,0.006215,-0.032254,0.033294,
0.006440,0.025544,-0.006926,0.003428,-0.011481,-0.036125,0.001474,0.004226,-0.027451,0.000599,0.043131,0.009096,-0.009937,0.016887,-0.000857,
-0.001357,-0.006690,-0.007182,0.003657,-0.007159,-0.011466,0.003177,0.001464,-0.000282,-0.003593,0.009608,0.003453,-0.030010,0.034928,-0.000120,
-0.005407,-0.014223,-0.009809,0.002021,-0.004043,-0.006725,-0.000306,-0.005018,0.008358,-0.002002,0.015330,0.009273,0.007494,0.012382,-0.000368,
0.002119,0.008107,-0.002333,0.004529,-0.000964,-0.014166,0.003052,0.009352,-0.007035,-0.012844,0.032448,-0.014868,-0.002034,0.009411,0.025400,
-0.009143,-0.027165,-0.004534,-0.000108,0.013012,0.029699,-0.003214,-0.015380,0.015913,0.006811,-0.034624,0.001021,0.004712,0.015879,-0.007134,
-0.005273,-0.026388,0.002148,0.008183,0.019207,0.003015,-0.003664,-0.010343,0.017843,0.001616,-0.013395,0.002639,0.019346,-0.009690,0.023880,
-0.002374,0.004765,-0.002897,0.003663,0.002032,0.001156,-0.005701,0.005221,-0.016416,0.000718,0.013305,0.017878,-0.007414,0.021244,-0.014822,
0.006018,0.025121,0.000117,0.002029,-0.001758,-0.017854,0.001429,-0.006952,-0.021704,-0.018334,0.019251,-0.013718,0.058902,0.026285,-0.005629,
0.008878,0.013598,-0.004505,-0.003169,-0.012449,-0.023333,-0.005551,0.002933,-0.016268,0.018107,0.028453,-0.017191,-0.035302,0.000246,-0.019132,
0.004480,0.004226,-0.003492,-0.000867,0.000483,-0.009368,-0.010370,-0.006350,-0.000579,0.008220,-0.005910,-0.009730,0.023851,-0.005069,-0.004785,
0.004038,0.009074,-0.001134,0.002938,0.007979,-0.023306,-0.006866,-0.007574,-0.005202,0.016348,0.012535,-0.000685,-0.007250,-0.013093,-0.011622,
-0.003566,-0.008298,0.002979,-0.002534,0.008369,0.008990,-0.002189,-0.009928,0.006310,-0.008232,-0.001632,0.001355,0.032466,0.019078,-0.026528,
0.000948,-0.000775,0.003171,-0.005841,-0.000601,-0.007201,-0.002169,0.004482,-0.003116,-0.014245,0.019204,0.014722,0.005532,0.013316,0.007193,
-0.002264,-0.006501,0.016194,0.004247,-0.000419,0.001786,-0.003572,-0.003972,-0.001392,-0.039230,0.023518,0.015117,0.038949,0.009587,0.026406,
0.002555,0.000428,0.011995,0.004477,0.013301,0.004262,-0.005118,-0.018651,-0.002074,-0.001095,-0.020633,-0.006292,0.060700,0.001211,0.034168,
0.002012,-0.002046,0.006642,-0.000182,0.016005,-0.013960,-0.005315,0.001626,0.004155,0.014619,0.009860,0.000692,-0.004473,0.005389,-0.028380,
0.002345,0.011803,-0.000179,-0.002296,0.014707,-0.005565,-0.002554,-0.000013,0.000032,-0.003161,0.004692,-0.003740,0.010162,-0.004231,-0.018892,
-0.003224,-0.011818,0.000984,0.005903,0.011385,0.001605,-0.004023,-0.010247,0.013446,-0.008961,0.012588,0.016595,0.030120,0.008391,0.019642,
-0.012213,-0.036089,-0.008819,0.001136,0.014869,0.058191,0.000304,-0.012220,0.020801,0.004409,-0.046285,0.009541,0.018124,0.002802,-0.039322,
0.000292,-0.008499,-0.000113,0.002646,0.005310,-0.007668,-0.003605,-0.004867,0.002785,-0.010107,0.016997,0.017923,0.013453,0.015129,-0.000952,
-0.006515,-0.024211,0.003035,0.005105,0.007240,-0.002922,-0.001755,-0.010599,0.014583,0.011421,-0.006837,0.008386,0.014818,0.003298,-0.020702,
0.000145,0.004748,0.002229,0.005141,-0.002974,-0.007579,0.008167,-0.005343,0.000383,-0.022834,0.017913,-0.008309,0.032889,0.015362,0.022796,
0.004013,0.001563,-0.001088,0.002985,0.003158,0.000596,-0.000001,-0.002395,-0.002546,-0.005741,0.009098,-0.000827,0.015434,0.015601,-0.013351,
0.000715,0.000073,0.003761,0.000751,0.007113,0.014754,-0.002755,0.005951,0.004944,-0.021087,-0.005045,0.006313,-0.005354,0.026295,-0.008656,
0.010629,0.011108,0.002686,0.006012,-0.013994,-0.057524,-0.003671,0.009400,-0.017696,-0.017038,0.070186,0.010391,-0.020775,0.027905,0.061542,
-0.004916,-0.011194,0.002034,0.004277,0.003339,-0.018793,-0.008952,-0.006928,0.010282,0.002998,0.006523,-0.006955,0.009461,0.005782,-0.038949,
-0.003584,0.003347,-0.001594,-0.003467,0.015250,-0.009294,-0.013485,-0.003169,-0.005545,0.004872,-0.001598,-0.012602,0.000477,-0.000150,0.002434,
0.003954,0.015173,0.003385,-0.001330,0.019508,-0.015956,-0.011370,0.005094,-0.014100,0.006878,0.009613,-0.011059,-0.016888,-0.003006,-0.022790,
