0.454139,3.023225,0.726741,5.658303,4.805445,2.301302,0.858799,2.602975,3.462250,4.388756,4.321837,0.935810,3.422849,4.786467,4.197376,5.845348,2.908853,3.477397,1.258831,3.030672,3.494992,5.650219,5.957342,
0.502277,3.069371,0.776753,5.622721,4.849049,2.266740,0.847504,2.651714,3.507303,4.435185,4.315260,0.982540,3.469375,4.835698,4.147352,5.829358,2.954330,3.520318,1.267044,2.985265,3.544688,5.601169,5.957342,
0.538038,3.114485,0.811862,5.581366,4.892260,2.225104,0.814660,2.700448,3.548604,4.411264,4.298142,1.030388,3.517456,4.884789,4.097529,5.802621,2.944705,3.565223,1.276097,2.986873,3.593157,5.553111,5.957342,
0.554645,3.146333,0.843545,5.545533,4.916311,2.190512,0.785165,2.739522,3.590121,4.393628,4.290820,1.053557,3.562177,4.927197,4.047846,5.780086,2.939393,3.599713,1.298995,2.987369,3.636868,5.509802,5.957342,
0.565261,3.160156,0.858541,5.506844,4.928912,2.152121,0.750086,2.775679,3.630450,4.370718,4.272964,1.085924,3.603852,4.967497,3.998194,5.782193,2.926515,3.634380,1.311740,2.984692,3.679651,5.465764,5.957342,
0.591635,3.181291,0.886572,5.465111,4.948418,2.113117,0.723958,2.779179,3.672508,4.352555,4.244683,1.103390,3.642079,5.010349,3.950423,5.773042,2.916268,3.671355,1.312489,3.002521,3.714247,5.424661,5.957342,
0.610887,3.192820,0.901964,5.421260,4.977846,2.092862,0.702664,2.777205,3.701100,4.327157,4.224834,1.126787,3.675510,5.046904,3.931128,5.757580,2.898278,3.703477,1.304531,3.020325,3.744377,5.387538,5.957342,
0.628394,3.202707,0.915577,5.377431,5.009300,2.082802,0.688564,2.767856,3.726078,4.302255,4.211194,1.147583,3.704210,5.074440,3.920334,5.742101,2.881278,3.727776,1.302789,3.036441,3.769781,5.356601,5.957342,
0.646261,3.216433,0.921260,5.343446,5.038154,2.073592,0.677822,2.757084,3.741623,4.286702,4.199992,1.168615,3.732607,5.100643,3.920361,5.729710,2.874389,3.746415,1.291714,3.051641,3.786809,5.329737,5.957342,
0.659735,3.229066,0.925098,5.314528,5.068036,2.069510,0.669810,2.740501,3.750210,4.273381,4.187799,1.191228,3.758098,5.120193,3.920593,5.718171,2.865738,3.763146,1.285964,3.057053,3.799055,5.309471,5.957342,
0.682847,3.251413,0.930625,5.279618,5.061450,2.046814,0.656732,2.751668,3.761294,4.285002,4.162523,1.211805,3.783598,5.136534,3.898038,5.720890,2.872168,3.790376,1.305173,3.074999,3.813099,5.286357,5.957342,
0.709834,3.282498,0.933947,5.240752,5.052199,2.015736,0.630433,2.776985,3.765021,4.308592,4.143392,1.232528,3.814323,5.161016,3.866577,5.731090,2.892999,3.812145,1.331535,3.102403,3.825526,5.257661,5.957342,
0.733675,3.305796,0.925482,5.203305,5.056258,1.991775,0.611649,2.799811,3.763547,4.334127,4.126972,1.262081,3.837632,5.173463,3.843403,5.730166,2.921410,3.819487,1.362944,3.128773,3.825562,5.239223,5.957342,
0.754575,3.327579,0.916771,5.173125,5.059158,1.969272,0.594136,2.820436,3.760889,4.359260,4.111306,1.291752,3.859514,5.185512,3.820591,5.727655,2.949270,3.824587,1.391316,3.153136,3.827706,5.221216,5.957342,
0.773722,3.347004,0.908089,5.146173,5.055109,1.944920,0.574609,2.841313,3.753703,4.383427,4.092854,1.326814,3.879393,5.196363,3.799120,5.730802,2.978701,3.830270,1.407687,3.174718,3.833553,5.201291,5.957342,
0.791845,3.366392,0.899148,5.124773,5.055370,1.919721,0.560189,2.857984,3.746620,4.404868,4.072319,1.359971,3.896925,5.207188,3.778122,5.725731,3.001210,3.838593,1.424064,3.192551,3.836768,5.184278,5.957342,
0.803527,3.379334,0.877432,5.101764,5.058376,1.895750,0.554798,2.867547,3.735248,4.420653,4.055327,1.387170,3.910462,5.201595,3.758377,5.710131,3.018049,3.848194,1.452260,3.209520,3.840296,5.169859,5.957342,
0.813768,3.390960,0.862635,5.087375,5.062995,1.876561,0.549945,2.875012,3.727322,4.433266,4.036859,1.415142,3.923388,5.197932,3.743039,5.689411,3.032548,3.856518,1.477939,3.226000,3.842576,5.157127,5.957342,
0.822580,3.399772,0.854486,5.074105,5.067967,1.868283,0.545543,2.872079,3.719724,4.442455,4.016219,1.442179,3.937032,5.201071,3.737946,5.658182,3.042466,3.860155,1.494424,3.250648,3.839913,5.147330,5.957342,
0.831055,3.407232,0.847543,5.068802,5.070102,1.866502,0.540155,2.860681,3.720725,4.447861,3.996347,1.471318,3.948899,5.199472,3.737024,5.625580,3.043992,3.859403,1.512844,3.273512,3.841074,5.136131,5.957342,
0.837669,3.412308,0.839820,5.065465,5.066549,1.873470,0.533330,2.840491,3.730676,4.450798,3.971758,1.507183,3.960717,5.204947,3.741652,5.588553,3.040856,3.859378,1.519737,3.302569,3.841901,5.126621,5.957342,
0.844242,3.416901,0.825287,5.055356,5.053733,1.876337,0.537933,2.815273,3.743305,4.445656,3.949682,1.539557,3.970543,5.211158,3.740106,5.547876,3.037121,3.859925,1.523458,3.335735,3.850006,5.112843,5.957342,
0.849713,3.420811,0.813087,5.053726,5.038394,1.877213,0.543289,2.787220,3.760943,4.433848,3.929566,1.573230,3.979322,5.219165,3.736476,5.511033,3.031787,3.859294,1.523325,3.365131,3.860974,5.098415,5.957342,
0.855041,3.424308,0.799629,5.037195,5.029980,1.875182,0.549031,2.758773,3.781043,4.412681,3.934445,1.577364,3.987837,5.233847,3.718737,5.476995,3.042815,3.868686,1.513594,3.402556,3.884575,5.076444,5.957342,
0.861129,3.428203,0.786663,5.029081,5.016570,1.869728,0.545749,2.727797,3.788755,4.384718,3.948278,1.573999,3.996164,5.244853,3.700494,5.441772,3.038422,3.868888,1.497678,3.437177,3.912474,5.052964,5.957342,
0.868337,3.434897,0.793629,5.012837,5.014035,1.867205,0.543660,2.691449,3.796376,4.356077,3.956471,1.571971,4.005212,5.262875,3.685061,5.405969,3.027691,3.871384,1.471681,3.466850,3.937493,5.031126,5.957342,
0.876407,3.442817,0.808661,5.005044,5.012976,1.869851,0.553529,2.650316,3.803751,4.321470,3.963677,1.573559,4.012816,5.284525,3.678895,5.364969,3.009960,3.870191,1.437545,3.499542,3.958194,5.007342,5.957342,
0.884284,3.458446,0.811004,5.019621,4.998832,1.884485,0.550707,2.607430,3.808102,4.287540,3.977568,1.569954,4.027282,5.317681,3.689256,5.319141,2.991097,3.872427,1.396045,3.540237,3.971720,4.983324,5.957342,
0.891001,3.485763,0.826327,5.037415,5.005167,1.903937,0.556204,2.560157,3.818970,4.254379,3.987978,1.566763,4.050308,5.356719,3.705377,5.270632,2.972577,3.876085,1.350404,3.584834,3.979053,4.963554,5.957342,
0.905319,3.514925,0.833670,5.038700,5.007516,1.926039,0.563432,2.509691,3.830885,4.216262,3.994671,1.570509,4.075376,5.398597,3.718987,5.219701,2.951317,3.881012,1.303145,3.626289,3.986200,4.944679,5.957342,
0.904367,3.521493,0.851518,5.043926,5.010101,1.953032,0.566546,2.458721,3.850792,4.173543,3.999084,1.575945,4.088004,5.430237,3.735892,5.166108,2.926892,3.886755,1.268203,3.668225,3.988904,4.924895,5.957342,
0.909136,3.522693,0.862845,5.051729,5.015093,1.977088,0.576505,2.406131,3.877517,4.140019,4.006417,1.579580,4.090270,5.464038,3.750917,5.109986,2.903954,3.898295,1.229990,3.713184,3.992628,4.909053,5.957342,
0.926958,3.515844,0.844679,5.068851,5.016898,1.995789,0.561798,2.354721,3.912315,4.116522,4.017076,1.584469,4.082721,5.503191,3.754124,5.070176,2.888906,3.906729,1.184473,3.736433,4.009264,4.889765,5.957342,
0.924051,3.495555,0.859711,5.082142,5.043785,2.020151,0.568076,2.300059,3.949026,4.083129,4.039173,1.574646,4.055040,5.535047,3.772392,5.023723,2.867549,3.901958,1.137448,3.764458,4.015040,4.869375,5.957342,
0.908351,3.463831,0.891857,5.094959,5.023979,2.006864,0.539457,2.303094,3.943273,4.065884,4.056543,1.572977,4.020758,5.516005,3.752383,5.041803,2.883120,3.888161,1.094743,3.741958,4.044932,4.836078,5.957342,
0.879858,3.435964,0.922691,5.120242,5.002979,1.988156,0.509674,2.309433,3.927590,4.053528,4.082132,1.562395,3.988135,5.498743,3.728469,5.063404,2.889499,3.873179,1.055778,3.716338,4.073948,4.804436,5.957342,
0.878628,3.412602,0.938648,5.134130,4.985500,1.978897,0.488274,2.310791,3.925377,4.049139,4.100724,1.556393,3.960364,5.491118,3.713813,5.076378,2.899882,3.860547,1.009660,3.698005,4.094899,4.776467,5.957342,
0.869784,3.386649,0.952081,5.147769,4.962989,1.967856,0.469646,2.305953,3.933698,4.032571,4.118673,1.550522,3.928325,5.482547,3.694427,5.089968,2.903986,3.849642,0.957414,3.678114,4.116096,4.751163,5.957342,
0.863101,3.361502,0.966707,5.160966,4.940053,1.965868,0.450496,2.300938,3.947129,4.014262,4.137302,1.541518,3.899446,5.470769,3.683292,5.102707,2.900261,3.839345,0.924951,3.665273,4.130293,4.727459,5.957342,
0.863137,3.335300,0.984399,5.179955,4.915598,1.952230,0.431147,2.297770,3.962232,4.017959,4.153772,1.534462,3.872776,5.457148,3.669389,5.107511,2.903416,3.830774,0.903775,3.655188,4.145730,4.711619,5.957342,
0.852610,3.313188,1.001959,5.198591,4.894925,1.935001,0.414079,2.293862,3.985344,4.022391,4.168760,1.528048,3.848912,5.448008,3.655113,5.112906,2.904313,3.822965,0.874111,3.645422,4.159168,4.697343,5.957342,
