4.6575,3.0425,3.9178,5.3905,4.7837,3.9529,3.4743,6.0659,2.3250,2.3173,3.8287,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6572,3.0432,3.9195,5.3872,4.7777,3.9562,3.4744,6.0657,2.3250,2.3101,3.8209,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6559,3.0446,3.9225,5.3871,4.7803,3.9526,3.4756,6.0679,2.3245,2.3075,3.8177,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6544,3.0455,3.9264,5.3879,4.7787,3.9524,3.4757,6.0682,2.3245,2.3113,3.8193,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6528,3.0475,3.9291,5.3909,4.7700,3.9589,3.4771,6.0674,2.3241,2.3131,3.8152,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6519,3.0482,3.9309,5.3933,4.7707,3.9542,3.4783,6.0684,2.3246,2.3201,3.8189,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6520,3.0493,3.9321,5.3943,4.7676,3.9561,3.4794,6.0686,2.3250,2.3220,3.8183,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6505,3.0505,3.9356,5.3966,4.7617,3.9582,3.4803,6.0684,2.3265,2.3230,3.8224,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6501,3.0521,3.9375,5.3976,4.7594,3.9556,3.4814,6.0682,2.3266,2.3239,3.8239,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6485,3.0535,3.9412,5.3990,4.7643,3.9521,3.4829,6.0702,2.3284,2.3268,3.8231,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6483,3.0547,3.9433,5.4020,4.7565,3.9567,3.4846,6.0711,2.3297,2.3267,3.8214,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6473,3.0562,3.9452,5.4032,4.7506,3.9607,3.4856,6.0715,2.3306,2.3260,3.8182,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6466,3.0576,3.9474,5.4020,4.7517,3.9584,3.4859,6.0726,2.3306,2.3230,3.8108,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6455,3.0590,3.9500,5.4033,4.7570,3.9545,3.4871,6.0746,2.3318,2.3247,3.8141,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6447,3.0604,3.9522,5.4025,4.7606,3.9535,3.4875,6.0748,2.3322,2.3262,3.8129,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6448,3.0609,3.9532,5.4076,4.7553,3.9571,3.4878,6.0761,2.3350,2.3323,3.8211,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
4.6445,3.0628,3.9539,5.4138,4.7494,3.9604,3.4894,6.0773,2.3402,2.3382,3.8310,5.3728,5.4538,3.2700,1.1152,6.1350,4.5683,5.5379,1.8909,
