1.916108,10.864249,0.920285,3.946817,4.261909,6.293640,0.403822,0.724109,2.165236,8.873110,7.032534,3.961967,1.813171,3.898801,4.682260,0.087044,10.585525,2.259562,7.711323,4.907238,4.771777,
1.888004,10.892829,0.891113,3.916819,4.242819,6.323546,0.376258,0.752698,2.195135,8.843170,7.053056,3.990386,1.843197,3.928760,4.712172,0.117072,10.561361,2.288047,7.740011,4.878047,4.801815,
1.885641,10.919004,0.864223,3.887584,4.228069,6.351836,0.349633,0.779549,2.225140,8.817631,7.063559,3.995308,1.872122,3.956217,4.740510,0.144061,10.540513,2.316691,7.769267,4.849473,4.831214,
1.872691,10.946607,0.836698,3.859047,4.233821,6.377870,0.321888,0.805142,2.255121,8.790878,7.082745,4.012871,1.901514,3.984666,4.766752,0.166355,10.516616,2.345442,7.798588,4.820743,4.860144,
1.861997,10.973834,0.810193,3.832064,4.243136,6.403031,0.294403,0.831804,2.284219,8.765885,7.100491,4.027985,1.929766,4.012490,4.792064,0.189663,10.490675,2.373486,7.827869,4.795957,4.888830,
1.849770,11.001440,0.783257,3.805741,4.257546,6.427611,0.266301,0.859545,2.311611,8.741123,7.119886,4.044800,1.956361,4.040390,4.816655,0.215134,10.463501,2.400367,7.856368,4.776233,4.917562,
1.833069,11.029504,0.755815,3.778824,4.268473,6.448646,0.237828,0.887954,2.338071,8.715728,7.141933,4.065315,1.983062,4.068867,4.837731,0.241900,10.439522,2.426496,7.881424,4.756124,4.946858,
1.816539,11.056267,0.729727,3.755499,4.266659,6.464971,0.210217,0.916278,2.365343,8.693723,7.157973,4.077079,2.006013,4.095739,4.854459,0.268494,10.413685,2.452470,7.898877,4.745418,4.974509,
1.803402,11.081367,0.704203,3.732874,4.255394,6.474115,0.184192,0.943114,2.393549,8.674752,7.172321,4.087047,2.028294,4.121247,4.864405,0.295708,10.386832,2.478090,7.911645,4.741622,5.002291,
1.795142,11.104459,0.679344,3.712187,4.238889,6.477498,0.160824,0.967632,2.422205,8.657735,7.182416,4.093128,2.051615,4.145730,4.868838,0.322830,10.358878,2.503866,7.924887,4.742457,5.030697,
1.789161,11.125741,0.655516,3.691570,4.218418,6.475085,0.139189,0.992027,2.450265,8.643122,7.191965,4.099113,2.071136,4.168626,4.867799,0.350180,10.330855,2.527581,7.935499,4.746502,5.057638,
1.781967,11.144833,0.633905,3.674407,4.196530,6.470619,0.119612,1.013167,2.479084,8.631730,7.195515,4.095308,2.084921,4.189510,4.865142,0.375720,10.302153,2.551251,7.944303,4.756749,5.081046,
1.768635,11.162994,0.612093,3.656663,4.174476,6.458827,0.101563,1.036958,2.506818,8.621203,7.202033,4.095768,2.098920,4.210619,4.855291,0.402693,10.273837,2.573075,7.952485,4.765049,5.105895,
1.752370,11.180180,0.591298,3.639791,4.149943,6.442798,0.085320,1.062329,2.532620,8.612119,7.210012,4.099516,2.109413,4.231046,4.841189,0.430607,10.248075,2.591691,7.960824,4.774366,5.130537,
1.738150,11.195976,0.571437,3.624414,4.126758,6.426336,0.071007,1.087341,2.559051,8.606688,7.215507,4.099934,2.116479,4.249162,4.826549,0.456897,10.222898,2.610226,7.972510,4.783978,5.152976,
1.722933,11.210965,0.552443,3.611162,4.104692,6.408516,0.057672,1.109058,2.586449,8.602272,7.220076,4.100134,2.124021,4.266092,4.810217,0.482454,10.197106,2.627985,7.986609,4.796463,5.175448,
1.710588,11.225105,0.533897,3.603563,4.091043,6.396870,0.045195,1.117328,2.615334,8.600232,7.218734,4.093833,2.130500,4.279909,4.799304,0.503886,10.169674,2.647758,8.005626,4.812732,5.194754,
1.698274,11.238235,0.516080,3.597123,4.078487,6.385145,0.034156,1.125578,2.644431,8.599188,7.217687,4.089871,2.137635,4.291851,4.787905,0.524422,10.145379,2.666282,8.026679,4.828791,5.213966,
1.687807,11.249367,0.499860,3.590689,4.065419,6.370098,0.025852,1.136624,2.672134,8.601496,7.216982,4.087718,2.137759,4.301955,4.772902,0.545741,10.125279,2.682496,8.050900,4.843584,5.231549,
1.678182,11.259032,0.484628,3.585560,4.054814,6.354736,0.020006,1.147084,2.698113,8.603711,7.216004,4.086909,2.138740,4.310947,4.756803,0.566301,10.106400,2.697377,8.075156,4.858733,5.249058,
1.673864,11.265388,0.471692,3.579014,4.046663,6.337281,0.018845,1.156403,2.722695,8.608229,7.216878,4.089983,2.134621,4.317858,4.738010,0.586309,10.093696,2.708986,8.101903,4.871474,5.265046,
1.666250,11.270238,0.461492,3.575815,4.038327,6.315850,0.021136,1.165215,2.746634,8.615436,7.214664,4.087491,2.122507,4.323139,4.715322,0.607042,10.084630,2.720823,8.130207,4.883998,5.274431,
1.664564,11.274474,0.452133,3.574562,4.030697,6.294051,0.023781,1.174446,2.769437,8.623238,7.211696,4.085970,2.110624,4.327306,4.692080,0.627580,10.077176,2.732364,8.158103,4.897752,5.283824,
1.665189,11.276588,0.446136,3.574105,4.024158,6.269550,0.029220,1.186068,2.790883,8.634061,7.206819,4.080029,2.092900,4.329549,4.666244,0.648643,10.074354,2.742989,8.187963,4.910702,5.287693,
1.665178,11.277924,0.442340,3.573979,4.027409,6.242067,0.034910,1.197081,2.813018,8.646424,7.201787,4.072777,2.073311,4.330304,4.637757,0.670216,10.073497,2.752452,8.219363,4.923850,5.289356,
1.663089,11.278185,0.440509,3.574796,4.031159,6.213636,0.041892,1.205982,2.834883,8.659337,7.195984,4.062809,2.051995,4.330125,4.608193,0.691363,10.075371,2.760876,8.252263,4.936526,5.287506,
1.655774,11.278360,0.437895,3.575897,4.020104,6.203550,0.048584,1.209207,2.856397,8.670536,7.191615,4.055149,2.034696,4.329761,4.595686,0.708149,10.077655,2.768357,8.285665,4.946714,5.285337,
1.652701,11.277867,0.436760,3.574976,4.002013,6.199592,0.055870,1.214120,2.876182,8.682432,7.188709,4.051824,2.018769,4.329575,4.588359,0.720910,10.081441,2.774708,8.311258,4.954148,5.283423,
1.655237,11.276673,0.437525,3.572898,3.984617,6.193351,0.064213,1.220765,2.895060,8.695685,7.187138,4.050364,2.001369,4.328981,4.578025,0.733071,10.088909,2.779164,8.334394,4.960583,5.281815,
1.656945,11.275779,0.439521,3.566813,3.963037,6.199759,0.072250,1.231791,2.910881,8.709683,7.188647,4.054645,1.986002,4.330174,4.581733,0.738559,10.096464,2.781919,8.350656,4.960885,5.280053,
1.664243,11.274835,0.443234,3.557511,3.944326,6.206922,0.079915,1.245806,2.927102,8.725707,7.193061,4.062761,1.969285,4.330616,4.586492,0.742209,10.108627,2.782405,8.365214,4.959905,5.279464,
1.673319,11.274540,0.446575,3.547195,3.923548,6.217019,0.085829,1.260961,2.942907,8.741170,7.198564,4.072905,1.954507,4.331273,4.594267,0.744274,10.121379,2.782339,8.379438,4.959228,5.279706,
1.683868,11.271955,0.450616,3.535914,3.899106,6.227747,0.094124,1.272542,2.957357,8.755718,7.204368,4.082720,1.938939,4.331482,4.600971,0.744955,10.135530,2.781139,8.393312,4.955774,5.277750,
1.688390,11.268021,0.455676,3.530033,3.886377,6.233216,0.103552,1.280892,2.972540,8.770198,7.205507,4.081574,1.921966,4.330587,4.603447,0.747234,10.147323,2.780161,8.413387,4.955346,5.272008,
