-0.002465,0.004722,0.012249,-0.002407,-0.000872,0.001253,0.002855,0.000218,0.009654,-0.001361,-0.001177,0.000346,0.006586,0.010880,-0.000025,-0.000751,-0.001144,0.000024,0.002038,-0.005220,0.000013,0.001651,0.008644,0.000876,0.000351,0.001040,-0.000150,0.010276,0.000899,-0.002171,-0.007837,0.003800,-0.015204,
-0.002264,0.004019,0.008797,-0.000922,-0.001292,0.001023,0.005014,0.000015,0.010686,0.000125,-0.001369,0.001210,0.004755,0.008400,-0.000177,-0.000695,-0.001013,0.000493,0.002047,-0.007316,0.000900,0.002421,0.008059,0.000191,0.000481,0.002832,0.000821,0.009052,0.002209,-0.003176,-0.005449,0.005771,-0.011527,
-0.002233,0.001748,0.007634,-0.002429,-0.001575,0.001257,0.003809,-0.000778,0.010122,-0.000694,-0.000987,-0.000611,0.001751,0.007881,-0.000145,-0.001602,-0.001037,0.000069,0.001446,-0.005939,0.000168,0.001506,0.002440,0.000605,0.000661,-0.000442,0.001021,0.003127,0.000714,-0.003548,-0.003436,0.002155,-0.014624,
-0.003689,0.003269,0.018290,-0.004411,-0.003114,0.004293,0.010666,-0.002456,0.025015,-0.003003,-0.000985,0.000707,0.005049,0.017679,-0.000281,-0.003044,-0.004101,-0.000223,0.002331,-0.012022,-0.001383,0.005521,0.010000,0.001748,0.002386,0.002962,0.000881,0.011616,0.003654,-0.006474,-0.010516,0.003602,-0.016792,
-0.001900,-0.002294,0.011607,-0.002789,-0.000317,0.002853,0.006883,-0.001745,0.015575,-0.000599,0.000037,-0.000676,-0.002037,0.009696,-0.000180,-0.001041,-0.002593,-0.000500,0.002546,-0.011692,-0.000377,0.000288,0.000208,-0.000295,0.002519,0.000191,0.000668,0.001133,-0.000234,-0.004714,-0.004204,0.000417,-0.007614,
-0.000809,-0.002841,0.008527,-0.000868,-0.000914,0.003185,0.009784,-0.003689,0.015719,0.002773,0.000174,-0.000642,-0.002272,0.007798,-0.000139,-0.001700,-0.002898,0.000035,0.000979,-0.009217,0.000438,0.005440,-0.000075,0.000522,0.002305,0.003120,0.000554,0.000528,0.001924,-0.004106,-0.003071,0.001807,-0.004217,
-0.001338,-0.002180,0.011912,-0.003333,0.000227,0.002505,0.013916,-0.003584,0.019154,0.001852,-0.000162,-0.000425,-0.001380,0.010476,-0.000099,-0.000457,-0.002165,0.000379,0.002812,-0.013501,-0.001078,0.001626,0.002147,-0.001196,0.001791,0.001531,0.000250,0.003335,0.002414,0.000169,-0.005527,0.000642,-0.008126,
-0.000192,-0.004645,0.009709,-0.002696,0.000047,0.002443,0.003616,-0.000175,0.004967,0.008563,0.000168,-0.000557,-0.005159,0.006505,0.000015,-0.000630,-0.002260,0.000016,0.001703,-0.001611,0.002649,-0.001305,-0.001509,-0.000778,0.000728,-0.004094,0.000267,-0.001291,-0.006793,-0.006415,0.000437,-0.005328,-0.005788,
-0.000607,-0.004706,0.007097,-0.002618,0.000601,-0.001567,0.002798,-0.000605,-0.002352,0.005989,0.000633,0.000382,-0.005292,0.006560,0.000090,0.000064,0.000737,0.001384,0.001508,0.006799,0.003147,0.000389,0.003161,-0.000497,-0.001675,-0.008189,0.000514,0.003123,-0.007762,-0.008222,-0.001335,-0.006960,0.008641,
-0.000334,-0.005280,0.005551,-0.001681,0.000226,0.000414,0.001831,-0.000557,-0.001468,0.002825,0.000284,-0.000818,-0.005650,0.003435,0.000023,-0.000145,-0.000770,0.000332,0.003913,0.002318,-0.000128,-0.000043,-0.005230,-0.000452,0.000007,-0.001467,0.000612,-0.004996,-0.001912,-0.007126,-0.002244,0.000789,0.009195,
0.000630,-0.005203,0.004265,-0.000611,-0.000057,-0.000764,0.003296,-0.000677,-0.003384,0.006086,0.000247,-0.000280,-0.006009,0.003138,-0.000057,-0.000567,0.000450,0.001049,0.001756,0.004765,0.000299,0.002166,-0.002872,-0.000454,-0.001564,-0.005042,0.000806,-0.002746,-0.002886,-0.003830,-0.004249,-0.004511,0.006715,
0.000600,-0.004845,0.003945,-0.000422,0.001117,0.001513,-0.003378,0.000817,-0.003096,0.008389,-0.000170,-0.000721,-0.004315,0.004057,-0.000133,-0.001749,-0.000258,-0.000210,0.000104,0.005180,0.000342,-0.002249,-0.006929,-0.000987,0.000246,-0.005870,0.000303,-0.006661,-0.002738,-0.005701,-0.001598,-0.002998,0.006284,
-0.000354,-0.005917,0.006928,-0.001834,0.001277,-0.000028,0.004981,-0.002831,0.008692,-0.001806,-0.000033,-0.000289,-0.006409,0.004078,-0.000010,-0.000701,0.000668,0.000623,-0.000338,-0.000649,-0.000081,-0.000950,-0.002186,-0.001571,-0.001794,-0.002708,0.000300,-0.001781,-0.003293,-0.002482,-0.000151,0.003193,0.001639,
-0.000209,-0.000479,0.004516,-0.001176,0.000603,-0.001015,0.008374,-0.001447,0.011318,0.001995,-0.000068,0.000262,-0.001149,0.002783,0.000030,-0.000329,0.000959,0.001029,0.004719,-0.006230,0.000583,0.000931,0.002563,-0.001101,-0.000469,0.000229,0.000166,0.003334,-0.000772,-0.006191,-0.000508,-0.006718,-0.004817,
0.000132,-0.005490,0.003074,-0.000522,0.001160,-0.004095,0.001938,0.001314,-0.007007,0.004753,0.000174,-0.000235,-0.005197,0.003098,-0.000113,-0.001619,0.004580,0.001912,-0.000472,0.008719,-0.000572,0.001445,-0.002466,-0.001086,-0.003596,-0.006844,0.000468,-0.002516,-0.006372,-0.003133,-0.002699,-0.004547,0.010332,
0.000322,-0.002453,0.002253,-0.000885,0.001052,-0.005941,-0.001132,-0.000316,-0.005683,0.000333,0.000070,-0.000079,-0.002868,0.002424,0.000032,-0.001809,0.005388,0.001425,0.000760,0.008300,-0.000108,-0.001496,-0.000307,-0.000680,-0.005953,-0.008214,0.000295,-0.000915,-0.008455,-0.002777,-0.001072,-0.007745,0.010355,
0.000895,0.000935,0.001022,-0.000841,0.000421,0.003045,-0.006888,0.003774,-0.021344,0.011789,0.000047,0.000156,-0.000112,-0.001161,0.000261,0.000139,-0.003483,-0.001904,0.001853,0.016460,0.004864,-0.001695,0.003796,-0.000340,0.003362,-0.013497,0.000308,0.003756,-0.005026,-0.007776,-0.002141,-0.006949,0.005827,
0.000357,-0.001089,0.003259,-0.000366,0.001443,-0.006417,0.002675,-0.001214,-0.004969,-0.001028,0.000062,0.000021,0.000058,0.003024,-0.000072,-0.001045,0.005843,0.002081,-0.000670,0.007164,-0.000374,0.001332,0.001075,-0.000577,-0.005746,-0.007146,0.000156,0.000522,-0.010910,-0.002336,-0.000244,-0.010858,0.012862,
-0.000092,-0.001097,0.002259,-0.000247,0.000073,0.002517,0.003942,-0.000597,0.004313,0.002818,-0.000019,0.000017,-0.001447,-0.000422,0.000018,-0.000930,-0.001886,-0.000022,0.002394,-0.005177,0.000431,0.002754,0.001496,-0.000478,0.002019,0.002700,0.000081,0.002017,0.003742,-0.003214,-0.000037,-0.000527,-0.002030,
-0.000298,-0.003077,0.000008,-0.000078,0.001186,0.000588,0.002211,-0.000895,0.002365,-0.000800,0.000001,-0.000007,-0.000166,0.000913,-0.000177,-0.000646,-0.000259,0.000169,0.001445,-0.002488,-0.001926,0.001815,-0.001340,-0.000216,0.000441,0.001858,0.000027,0.000201,0.002505,-0.000918,-0.000249,0.000031,0.006649,
-0.000042,-0.005289,0.001105,0.000322,0.000330,0.001060,0.003169,-0.000516,0.003222,-0.004600,0.000000,0.000024,-0.004527,0.000412,-0.000127,-0.001845,-0.000090,0.000757,0.001316,-0.001275,-0.006402,0.004539,-0.002749,0.000304,0.000865,0.001992,-0.000026,-0.003214,0.003850,0.004154,-0.001952,0.003164,0.003808,
-0.000464,-0.004284,0.001824,0.000331,0.000895,0.001003,0.001150,0.000616,-0.002215,0.003385,0.000005,0.000012,-0.002873,-0.000917,-0.000155,0.000063,-0.000677,-0.000262,0.001374,-0.005575,-0.000337,0.001072,-0.003322,0.000446,0.001189,0.004584,-0.000038,-0.000682,0.007140,-0.003900,0.000700,-0.001352,-0.000329,
-0.000403,-0.001464,0.000067,0.000044,0.000160,-0.000394,0.001895,-0.000536,0.000679,-0.003451,-0.000016,0.000036,-0.001069,0.000023,-0.000043,-0.000728,0.000264,0.000418,0.000578,-0.001321,-0.002605,0.001934,-0.000650,0.000487,0.000081,0.001421,-0.000114,-0.000360,0.002338,0.001425,0.000225,0.000358,0.005031,
0.000569,-0.000367,0.003391,0.000237,0.000325,-0.000389,0.001193,0.000282,0.000820,0.000258,0.000044,-0.000117,0.000801,-0.001961,0.000151,-0.000065,0.000695,0.000268,0.000887,-0.006764,-0.000630,0.000367,0.000221,-0.000757,0.000205,0.005197,0.000035,0.001906,0.006197,-0.001668,0.001480,-0.001179,-0.000508,
-0.001298,-0.010989,0.002636,0.000557,0.000191,-0.007156,0.001240,0.000669,-0.006792,-0.000465,0.000117,-0.000203,-0.009944,0.000197,-0.000061,-0.001342,0.006245,0.001928,0.000091,0.007829,-0.004410,0.002711,0.005086,-0.000140,-0.005397,-0.007460,-0.000331,0.003907,-0.008336,0.003523,-0.000582,-0.007266,0.005621,
0.000853,-0.010285,0.001458,0.000640,0.001012,0.000515,0.000667,-0.000630,-0.003312,-0.002467,0.000040,0.000046,-0.003097,-0.001191,-0.000154,-0.000914,0.000721,0.000340,-0.000166,0.003999,-0.003247,0.000663,-0.002701,-0.000000,0.000099,-0.003441,-0.000357,-0.003965,-0.000762,0.000395,0.002536,-0.004010,0.000974,
-0.000341,0.002107,-0.001622,-0.000350,0.001946,0.004005,0.001515,-0.001700,0.005652,-0.007882,0.000075,-0.000199,0.000949,-0.001313,0.000375,-0.001983,-0.004271,-0.001114,0.000232,0.000655,-0.005186,0.000804,0.000655,0.000444,0.004319,-0.000709,-0.000098,0.001290,-0.002548,0.003761,0.001951,0.000979,0.004306,
